id,fake,real
TEST_00000,0.5092830327266,0.620614760276996
TEST_00001,0.5093721804837614,0.6200689645819996
TEST_00002,0.5091692042739169,0.6203646908397062
TEST_00003,0.5359571053241563,0.532273068653987
TEST_00004,0.5094361369178082,0.619528253098201
TEST_00005,0.5045209808280599,0.5566380554288018
TEST_00006,0.500037137604454,0.5003476127771336
TEST_00007,0.524032496565834,0.5231768109030153
TEST_00008,0.5348215432642378,0.5634727021873075
TEST_00009,0.524012125381018,0.6003364705887456
TEST_00010,0.5143999401697839,0.6112427333648383
TEST_00011,0.5033878240092114,0.543144983841445
TEST_00012,0.5147932309649991,0.6157321550781178
TEST_00013,0.5408823134494098,0.5358190309269134
TEST_00014,0.5148277145657825,0.6114297325893255
TEST_00015,0.5185560073222758,0.5228073781332648
TEST_00016,0.5033791570525668,0.5438780959088093
TEST_00017,0.5254891165761199,0.5411198133586347
TEST_00018,0.5005249448985792,0.5086058037166614
TEST_00019,0.5108754261888138,0.6127571260985414
TEST_00020,0.5221376451750438,0.6140032262133757
TEST_00021,0.509665844804133,0.5143279711265867
TEST_00022,0.5029761244171022,0.5774246909019547
TEST_00023,0.5092120678779551,0.6132930642720236
TEST_00024,0.5135635687207929,0.6171117517348884
TEST_00025,0.5098243636523931,0.6072342282616362
TEST_00026,0.5231134252291714,0.590006297207993
TEST_00027,0.5023115308187133,0.5457737001530634
TEST_00028,0.5121717615262287,0.6129183265772273
TEST_00029,0.5084606341967217,0.6137283165485582
TEST_00030,0.535173192980418,0.5920507280933384
TEST_00031,0.5176500196632902,0.6098749937047098
TEST_00032,0.5000371468885758,0.5003476153091656
TEST_00033,0.5090443087967655,0.6166499058979095
TEST_00034,0.5220920290006013,0.615712728258083
TEST_00035,0.5106913753948752,0.6120451081942138
TEST_00036,0.5103722466413156,0.6184740355995964
TEST_00037,0.5459137534563152,0.5841103458817699
TEST_00038,0.5088437214182249,0.5818302749298748
TEST_00039,0.50950552441627,0.6196561241661189
TEST_00040,0.5000373543224882,0.500357274923902
TEST_00041,0.5130951867719123,0.5635056598955643
TEST_00042,0.5000371465575197,0.5003475902798835
TEST_00043,0.503075489636768,0.5368536422010611
TEST_00044,0.5057340451207627,0.5786239255833682
TEST_00045,0.5324122047736447,0.6117844367565228
TEST_00046,0.5078557029761129,0.6138438530080559
TEST_00047,0.5134654231966344,0.6177901026905608
TEST_00048,0.5105612343761592,0.6192964849278672
TEST_00049,0.507061902190229,0.5872880662347838
TEST_00050,0.5194465350017267,0.6141232097374402
TEST_00051,0.5914875540016544,0.5626152171375465
TEST_00052,0.5072209442900824,0.6206655341040604
TEST_00053,0.5073764378276577,0.6120719558639025
TEST_00054,0.5317958738287988,0.6063911285293195
TEST_00055,0.508033399151821,0.6198835874070245
TEST_00056,0.5000376206698293,0.5003635477565325
TEST_00057,0.5000379754855382,0.500373900419953
TEST_00058,0.5198775131478811,0.5364082175376659
TEST_00059,0.5247787840750967,0.5262564702437681
TEST_00060,0.5089656543237254,0.619939525133086
TEST_00061,0.5011623242188875,0.5128270483880385
TEST_00062,0.508205599975434,0.6085026983825085
TEST_00063,0.5146820225114682,0.6186114507796121
TEST_00064,0.5199891779181353,0.5962957530153223
TEST_00065,0.5075993836887741,0.620202627029741
TEST_00066,0.5060574368277841,0.6189570494366337
TEST_00067,0.5097615858686925,0.6173509556766074
TEST_00068,0.5121510527887957,0.6181056382190872
TEST_00069,0.5177909657122519,0.6163465004778425
TEST_00070,0.5169668686427785,0.6133323972773178
TEST_00071,0.5085256962400216,0.619819837268925
TEST_00072,0.5093432302208525,0.6054752811680999
TEST_00073,0.5225555313899308,0.6020732772820777
TEST_00074,0.50721331974407,0.6140419462159658
TEST_00075,0.5000378073854524,0.5004344823607955
TEST_00076,0.5509750217966163,0.5427866835903041
TEST_00077,0.5166275484058714,0.5596206925441682
TEST_00078,0.5122214878284477,0.6057003411148467
TEST_00079,0.5091635176674778,0.5438954329156515
TEST_00080,0.5095114901730503,0.6086449676029859
TEST_00081,0.508020326752789,0.5924810363334422
TEST_00082,0.5104395744406462,0.6048262317380507
TEST_00083,0.5186621444925662,0.5488640087204234
TEST_00084,0.5064955959938636,0.6055520216966072
TEST_00085,0.5384453477946335,0.6068043745604922
TEST_00086,0.5311057987010374,0.6125277951941948
TEST_00087,0.5090361149062593,0.6200602726275256
TEST_00088,0.5000371644381855,0.500347736497457
TEST_00089,0.51387297058267,0.6173835581547672
TEST_00090,0.5219732147802377,0.6172664560647869
TEST_00091,0.5000372093090159,0.500351788883723
TEST_00092,0.514259031409846,0.6192140121100494
TEST_00093,0.5112528543882863,0.617131996812834
TEST_00094,0.5339279808480047,0.6070356021997689
TEST_00095,0.5113431996109862,0.6196812974418319
TEST_00096,0.5217634080718337,0.6159767744649355
TEST_00097,0.5000371489003781,0.5003474772697645
TEST_00098,0.5439151762730047,0.6041254675014407
TEST_00099,0.5079053925213587,0.6141310984439704
TEST_00100,0.5189120766200865,0.6166281787171507
TEST_00101,0.5000371335444697,0.5003475543657742
TEST_00102,0.5350959709288073,0.5144865534791077
TEST_00103,0.5413642465094022,0.532219595659042
TEST_00104,0.5207132381259288,0.6162118484988479
TEST_00105,0.5139253504973507,0.6170491901163387
TEST_00106,0.5101032649826922,0.6102958282756649
TEST_00107,0.5131932142553732,0.5944178260515102
TEST_00108,0.5000371511304591,0.5003475355356048
TEST_00109,0.5097371442220835,0.5866452710065956
TEST_00110,0.5350961117923776,0.514113057095619
TEST_00111,0.5088981959493574,0.6202256663221438
TEST_00112,0.5355038549100178,0.5750459622919815
TEST_00113,0.5366723121066342,0.6094186761722321
TEST_00114,0.5132820020131179,0.6185411774716256
TEST_00115,0.5177251503136469,0.6164674084741083
TEST_00116,0.5138238679746406,0.6158480595874025
TEST_00117,0.5113119213717853,0.6123659689931502
TEST_00118,0.5247851293821303,0.6129302687268051
TEST_00119,0.5090013776351808,0.6082978877886879
TEST_00120,0.5271413559978368,0.6130545184168652
TEST_00121,0.5117619211496109,0.6192832891773006
TEST_00122,0.511128354252898,0.5288143523269142
TEST_00123,0.5058462078811075,0.5705939974977092
TEST_00124,0.5115058148585864,0.5819852573654717
TEST_00125,0.5116425891359225,0.6193369353398755
TEST_00126,0.515489077093642,0.618487832822277
TEST_00127,0.5138353358826985,0.6178272578266003
TEST_00128,0.5115628950291806,0.6182689956394983
TEST_00129,0.5081793865590218,0.5146725842464945
TEST_00130,0.5092152258514263,0.6200443699428404
TEST_00131,0.5023246435587103,0.5137422065196876
TEST_00132,0.5000384433150582,0.5004802132004026
TEST_00133,0.5334214292975741,0.5729895828754569
TEST_00134,0.5181819610018872,0.6150768130633693
TEST_00135,0.5132797246746321,0.5963712666519926
TEST_00136,0.5099319927606406,0.6003384226868865
TEST_00137,0.5160084804460481,0.6178864287583734
TEST_00138,0.5063828827504774,0.6206549459161972
TEST_00139,0.5132863575261357,0.6169672076822915
TEST_00140,0.5371452689991972,0.5541877111181716
TEST_00141,0.5249456862071292,0.5188220064592391
TEST_00142,0.5639404056572688,0.5593262652082587
TEST_00143,0.5433681815846025,0.542752976026586
TEST_00144,0.5146274724895264,0.6161263656195595
TEST_00145,0.5097322268409161,0.6157318871244903
TEST_00146,0.5246749688862467,0.6139390758187535
TEST_00147,0.512852784336997,0.6003621193310019
TEST_00148,0.5092170431754489,0.6064966699057195
TEST_00149,0.5119522462389777,0.605452236637671
TEST_00150,0.5123682788301024,0.6197089704453513
TEST_00151,0.521795321571856,0.6095847641993098
TEST_00152,0.5000371599416437,0.5003475796569905
TEST_00153,0.5095356212964128,0.6194859980526912
TEST_00154,0.5105189776367559,0.6054138992392195
TEST_00155,0.5126599259450758,0.563155778216857
TEST_00156,0.5098921264075139,0.6197090828214448
TEST_00157,0.5063443657636223,0.5886524187230296
TEST_00158,0.5106972353884685,0.6059553861703479
TEST_00159,0.548911771578001,0.5877981977556543
TEST_00160,0.542349963828794,0.5720726652749369
TEST_00161,0.530674195519449,0.5729721553605286
TEST_00162,0.5054105275578493,0.5939938466096962
TEST_00163,0.5072476471677162,0.5180481568022128
TEST_00164,0.5023716237882757,0.5115385613876858
TEST_00165,0.5200884164588195,0.5304931650333831
TEST_00166,0.5107475232283344,0.6181225991460806
TEST_00167,0.5731507168184485,0.5715103893475033
TEST_00168,0.5368143165534295,0.6037590291433658
TEST_00169,0.514705769337077,0.6186154023631325
TEST_00170,0.5210524086792879,0.6100393528630836
TEST_00171,0.5157507494199924,0.6174896444165724
TEST_00172,0.5146583370340281,0.5593993682101079
TEST_00173,0.5110478726337241,0.575240436158061
TEST_00174,0.5093042967851675,0.6124120570074747
TEST_00175,0.5386485358829518,0.6097820152538797
TEST_00176,0.5191115341656798,0.6163863866274482
TEST_00177,0.5135356141972344,0.5788577536387
TEST_00178,0.5144122997274676,0.6100183245655532
TEST_00179,0.5082793630240985,0.6120495521886333
TEST_00180,0.5104794166727353,0.6196034787545137
TEST_00181,0.5109174563634911,0.5477035487585677
TEST_00182,0.5044919305803709,0.5640929106324457
TEST_00183,0.5183148027587277,0.6165969609309584
TEST_00184,0.5083083312904957,0.6183633274176215
TEST_00185,0.523747203526601,0.5509546570966547
TEST_00186,0.5196758048551338,0.6146133678596394
TEST_00187,0.5067866118119974,0.5371425423167268
TEST_00188,0.5144500501480073,0.6180793907754317
TEST_00189,0.5121727825815988,0.6184692747398653
TEST_00190,0.523156512624966,0.5961122299876571
TEST_00191,0.5103176684349048,0.5285724563743381
TEST_00192,0.5279955102027305,0.6152760952120784
TEST_00193,0.5000371398563629,0.5003476111473198
TEST_00194,0.505873785210654,0.5529033614505622
TEST_00195,0.5446445555858404,0.5691917899640999
TEST_00196,0.5067851871509202,0.6209175327132872
TEST_00197,0.5066803280700395,0.6001115003375704
TEST_00198,0.5073014015047097,0.6207800812647518
TEST_00199,0.50990278121778,0.6040958240108825
TEST_00200,0.5080929715363052,0.6017691422709945
TEST_00201,0.5097962178163992,0.6190492145199463
TEST_00202,0.5123028001657287,0.6183240681388242
TEST_00203,0.5231432028161005,0.5373798553842387
TEST_00204,0.5120140170298334,0.5740573961991895
TEST_00205,0.5258705219083862,0.5541250394714511
TEST_00206,0.508146637881246,0.6198410526614904
TEST_00207,0.5260530166826055,0.6125268261641782
TEST_00208,0.5083384242259213,0.6182498637405074
TEST_00209,0.5140689800369265,0.607285574389126
TEST_00210,0.5078585465329012,0.6139354874613558
TEST_00211,0.5207963902316942,0.5773385816494041
TEST_00212,0.512124858954557,0.6191030771857424
TEST_00213,0.5115491988687914,0.6178734183490675
TEST_00214,0.5083301684830819,0.6007319376755321
TEST_00215,0.5069601980176416,0.6115903212390538
TEST_00216,0.5134416376872225,0.618070174811567
TEST_00217,0.5115375728497963,0.6173241886116386
TEST_00218,0.5000371455170578,0.5003475689176823
TEST_00219,0.5291129051742403,0.5376219114164242
TEST_00220,0.5118169996614759,0.6182976435655304
TEST_00221,0.508674018553124,0.5544413805760079
TEST_00222,0.5064440042406233,0.6009130301490763
TEST_00223,0.5116928587539552,0.6194203182467566
TEST_00224,0.5010521467379192,0.5186916801659316
TEST_00225,0.5042835697235569,0.526565921068449
TEST_00226,0.5374552664161777,0.5951883530669622
TEST_00227,0.5203634471590681,0.6158883600810092
TEST_00228,0.5073571235970966,0.5898847815270062
TEST_00229,0.5135863097440873,0.6045868207141086
TEST_00230,0.5092026712267198,0.600082735081158
TEST_00231,0.5084000949555921,0.5387674084257279
TEST_00232,0.5105997496619623,0.61966533945779
TEST_00233,0.5063325696652407,0.620961942647949
TEST_00234,0.5157097671262394,0.6173392618938504
TEST_00235,0.5125661735203265,0.6067749362045282
TEST_00236,0.5460505712107256,0.60568787810697
TEST_00237,0.5073726816896669,0.6169575378094712
TEST_00238,0.5097351417068071,0.6177557118514403
TEST_00239,0.5049878087251078,0.5501855809370834
TEST_00240,0.5072866678581122,0.6141397427590178
TEST_00241,0.511984499937896,0.610079260128846
TEST_00242,0.5437845185962511,0.5781070131513469
TEST_00243,0.5092486731396395,0.6190487647149955
TEST_00244,0.5059622694120869,0.6211229896872705
TEST_00245,0.5178070757783327,0.6180115213011969
TEST_00246,0.5092943881476998,0.5912455376725263
TEST_00247,0.5140621383718649,0.6118835690895067
TEST_00248,0.5079121429206895,0.6188468097842534
TEST_00249,0.5000401225951512,0.5004878163652576
TEST_00250,0.5110865547823469,0.581691650750746
TEST_00251,0.5138282986109738,0.5666152949299998
TEST_00252,0.5198154732060143,0.6093451254385209
TEST_00253,0.5000371462046358,0.5003475181606265
TEST_00254,0.5179275633863025,0.6175152456420298
TEST_00255,0.5000371647765175,0.5003477780868107
TEST_00256,0.5125211305310451,0.61307804600632
TEST_00257,0.5000371680252326,0.5003474072168784
TEST_00258,0.511115674054015,0.5788430632263089
TEST_00259,0.5000398502815252,0.5004619931709756
TEST_00260,0.5062613450314466,0.5563186568253087
TEST_00261,0.5484519526721361,0.5282997503892906
TEST_00262,0.5000378409130649,0.5003590313973765
TEST_00263,0.518549048760426,0.6170620140149082
TEST_00264,0.5184646023846262,0.6172371027241623
TEST_00265,0.509940465380109,0.6186770858116505
TEST_00266,0.5066175894453345,0.5945894186891011
TEST_00267,0.5018807913642545,0.5272927154803019
TEST_00268,0.5123845381359411,0.5796936266535601
TEST_00269,0.5100068590151267,0.6195780365613832
TEST_00270,0.5391335519350491,0.5587845862045454
TEST_00271,0.5109301526090448,0.6176690996981425
TEST_00272,0.500037144804014,0.5003475973230072
TEST_00273,0.5435996431262134,0.5123662069743778
TEST_00274,0.5177226500641987,0.6182163116938273
TEST_00275,0.5282325696913375,0.5324883442944672
TEST_00276,0.5065116469506474,0.6208406961456873
TEST_00277,0.509846815667632,0.6198730328944734
TEST_00278,0.5205492734449838,0.603385035579423
TEST_00279,0.5367298763870361,0.5630628025907178
TEST_00280,0.521982967336849,0.6103014419810371
TEST_00281,0.5131319747680684,0.605326590496546
TEST_00282,0.5086286338943421,0.5819838508140098
TEST_00283,0.5137878169758763,0.6194512021399959
TEST_00284,0.5071101149908245,0.6198969366314706
TEST_00285,0.5038548745090119,0.5506590548199586
TEST_00286,0.5084796463461514,0.6061718199617493
TEST_00287,0.5000371575078358,0.5003498362795951
TEST_00288,0.5369750841964833,0.5347518801759844
TEST_00289,0.5000371459754431,0.5003475723810364
TEST_00290,0.5000371464338285,0.5003475910365828
TEST_00291,0.5161795025113659,0.6020376263632854
TEST_00292,0.552088772096904,0.5422710353942131
TEST_00293,0.5245042318205175,0.5292805600695127
TEST_00294,0.5334045623381807,0.5771627488506818
TEST_00295,0.5042912162509497,0.5361636062379019
TEST_00296,0.5068636592736987,0.6141744676030918
TEST_00297,0.5101519810977759,0.6199153977272066
TEST_00298,0.5194387813758623,0.6157379301668608
TEST_00299,0.5102672884769305,0.6071042175707424
TEST_00300,0.5416628790191305,0.5689512048306179
TEST_00301,0.5000384053673014,0.5003936897033289
TEST_00302,0.5308747494251064,0.5504980250322008
TEST_00303,0.5082822344351132,0.6203843994729056
TEST_00304,0.5117336794906107,0.5928453607176352
TEST_00305,0.5073055235900623,0.6205414858171101
TEST_00306,0.5296389603680386,0.6104872447938811
TEST_00307,0.5749790908279676,0.5594322277287593
TEST_00308,0.5105763597443471,0.5809888325508715
TEST_00309,0.5176888798670186,0.5521260773250016
TEST_00310,0.5409024767805537,0.5539577397589899
TEST_00311,0.5324921280460778,0.5935420249714356
TEST_00312,0.5112053715848686,0.6180551336132465
TEST_00313,0.5103928935380976,0.549228891099455
TEST_00314,0.5040931066700783,0.558030176417328
TEST_00315,0.5106803945316146,0.6124523213589382
TEST_00316,0.5081728234216115,0.6138846345856703
TEST_00317,0.5000392858163751,0.5005197765295925
TEST_00318,0.5240199453088894,0.5349692359330881
TEST_00319,0.505657841625599,0.5811660642214367
TEST_00320,0.5103625650507598,0.6198224005564902
TEST_00321,0.5161854344039929,0.6186897834225547
TEST_00322,0.521728328300756,0.6051621644024071
TEST_00323,0.5084289670892178,0.6125882481745719
TEST_00324,0.5264128234590247,0.6063719226008255
TEST_00325,0.5471051848036131,0.6063697601349489
TEST_00326,0.5163589290746826,0.6111261750972586
TEST_00327,0.5004359407235309,0.5084065695434214
TEST_00328,0.5098872202576935,0.6165177531982512
TEST_00329,0.5474504516873266,0.564733408700086
TEST_00330,0.5094853266600141,0.6188252004485983
TEST_00331,0.5375995490909559,0.6083277969881014
TEST_00332,0.5115165836186498,0.6190626382924294
TEST_00333,0.5071109492870902,0.5821580210384573
TEST_00334,0.5107560166862942,0.5847196150988937
TEST_00335,0.5061200375659305,0.6211299328862067
TEST_00336,0.5101907816279507,0.5353117673392307
TEST_00337,0.5087643154055589,0.6190691533247995
TEST_00338,0.5141310070461639,0.6157912864944824
TEST_00339,0.5526902268561383,0.5545806700772674
TEST_00340,0.5000371451750878,0.500347596711827
TEST_00341,0.5353989480722229,0.5418968325469868
TEST_00342,0.5095158294959979,0.6181697941712381
TEST_00343,0.5104945849671629,0.6069536378337949
TEST_00344,0.5106012186284155,0.6070109189690377
TEST_00345,0.5074102211507787,0.618909055256491
TEST_00346,0.5090402737648246,0.6005564083644551
TEST_00347,0.5088771826404008,0.620062154252634
TEST_00348,0.5305791320898161,0.5614155786415426
TEST_00349,0.5237589637441893,0.613191554966305
TEST_00350,0.5497523934189579,0.6067561421817559
TEST_00351,0.5377820252399659,0.5425807821491373
TEST_00352,0.5188586931090892,0.6104797753115403
TEST_00353,0.5000375956296212,0.5004264768051899
TEST_00354,0.5251542266044616,0.6016178524243389
TEST_00355,0.5132216993561166,0.6185469154022866
TEST_00356,0.5538465471667184,0.5653102560217864
TEST_00357,0.5063076663538868,0.6208739345103441
TEST_00358,0.5121733056746478,0.6167961013601223
TEST_00359,0.514264654813234,0.6179057927754826
TEST_00360,0.5183576399259227,0.6147664187805437
TEST_00361,0.5098535763073089,0.6183460540880502
TEST_00362,0.5164040125215782,0.6164672816402987
TEST_00363,0.5092414271341806,0.6186458051247016
TEST_00364,0.5080515096203871,0.6109638236298209
TEST_00365,0.5267771309124092,0.6106386996820934
TEST_00366,0.502451090298096,0.5326496363691768
TEST_00367,0.5011841388166858,0.504573853690374
TEST_00368,0.5247745420981722,0.6142784868735728
TEST_00369,0.5111465739850325,0.6202837956565102
TEST_00370,0.500037137076947,0.5003478344317992
TEST_00371,0.5085964131768101,0.6122725771216793
TEST_00372,0.5013434208499483,0.5058310135628005
TEST_00373,0.5510305888348218,0.5229429662515377
TEST_00374,0.5079546591969906,0.620760008770016
TEST_00375,0.5074857462909874,0.619752416895975
TEST_00376,0.5000397103248435,0.5003837081141489
TEST_00377,0.5077269332713465,0.6115049535654347
TEST_00378,0.5377587491011862,0.6049504304053669
TEST_00379,0.5074164321723458,0.6129454560601575
TEST_00380,0.5148994393328531,0.6186759960312843
TEST_00381,0.5096188053688079,0.6196902034577999
TEST_00382,0.5239308238228658,0.6136543280546329
TEST_00383,0.5436268526529646,0.5300601161074857
TEST_00384,0.5115184517912544,0.5285959214059506
TEST_00385,0.512819620391563,0.6183284498941904
TEST_00386,0.5095746918369486,0.6176826124464533
TEST_00387,0.5121468103266711,0.619008878854576
TEST_00388,0.515377092694568,0.6170188515462459
TEST_00389,0.515452769817972,0.5596667245905458
TEST_00390,0.5072642505488755,0.5951379518038821
TEST_00391,0.5137914500936965,0.6188473862142201
TEST_00392,0.5000371491986924,0.500347659808901
TEST_00393,0.5088378335755984,0.6196631269527936
TEST_00394,0.5096333127894042,0.5368517303938545
TEST_00395,0.5038043143428584,0.5623019903684137
TEST_00396,0.5000371497880449,0.5003476087899108
TEST_00397,0.5119785531347492,0.5141768314136137
TEST_00398,0.5274788873342136,0.5548548951315347
TEST_00399,0.5110664108524007,0.581903240137532
